Data collection started on {11/05/2018 14:39:22.676}
[Time] 	 [G1.X] 	 [G1.Y] 	 [G1.Z] 	 [G2.X] 	 [G2.Y] 	 [G2.Z] 	 [G3.X] 	 [G3.Y] 	 [G3.Z] 	 [G4.X] 	 [G4.Y] 	 [G4.Z] 	 [A1.X] 	 [A1.Y] 	 [A1.Z] 	 [A2.X] 	 [A2.Y] 	 [A2.Z] 	 [A3.X] 	 [A3.Y] 	 [A3.Z] 	 [A4.X] 	 [A4.Y] 	 [A4.Z] 	 [M1.X] 	 [M1.Y] 	 [M1.Z] 	 [M2.X] 	 [M2.Y] 	 [M2.Z] 	 [M3.X] 	 [M3.Y] 	 [M3.Z] 	 [M4.X] 	 [M4.Y] 	 [M4.Z] 	 [EMG1] 	 [EMG2] 	 [PULSE A] 	 [PULSE B]
61.2600000000	-93.1181811246	29.1065842679	18.2726787213	-499.8779278248	11.2687876707	114.9538414588	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.2092927443	-0.6647440299	-0.7792477302	-0.0767223621	-0.9031509880	-0.1758449683	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0304875257	0.0114442664	-0.1653772793	0.0121766995	-0.0885328450	-0.1161211566	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0969710842	2.7624933242	0.8250125887	2.4750377661	
61.2800000000	-75.8144502937	12.9015030137	12.9930571450	-499.8779278248	27.0008392462	124.7196154726	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1467917906	-0.5531700618	-0.8501716640	-0.1318989853	-0.6602273594	-0.4055848020	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0307927062	0.0155336843	-0.1640955215	0.0160219730	-0.0558175021	-0.1031204700	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.1067368582	2.7734798199	0.8250125887	2.4750377661	
61.3000000000	-38.7045090410	3.7918669413	10.1853971160	-455.1079575799	51.4305333028	120.8285648890	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1886625467	-0.5486533913	-0.9333028153	-0.2106355383	-0.2311436637	-0.5675745785	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0314641032	0.0193789578	-0.1620813306	0.0232242313	-0.0271915770	-0.1049515526	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0969710842	2.7588311589	0.8250125887	2.4750377661	
61.3200000000	-33.8216220340	8.4000915541	2.2964827955	-337.2777904936	68.0170901045	104.5777065690	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.2240634775	-0.5868619821	-0.8557869841	-0.2149080644	0.1041886015	-0.7184557870	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0317692836	0.0205996796	-0.1626306554	0.0288395514	-0.0075989929	-0.1075761044	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0933089189	2.7576104372	0.8250125887	2.4750377661	
61.3400000000	-40.0930800336	8.4153505760	-5.1499198901	-209.2088197147	68.9326314183	73.8155184253	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1825589380	-0.5429159991	-0.8502937362	-0.1835355154	0.3396658274	-0.9252460517	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0331731136	0.0235904479	-0.1628137636	0.0367132067	0.0086366064	-0.0997634852	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0920881971	2.7576104372	0.8250125887	2.4750377661	
61.3600000000	-31.5785458152	6.3248645762	-10.3379873350	-101.5259021897	60.9674219883	35.8358129244	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.0864881361	-0.5014114595	-0.8203860533	-0.1187151904	0.3263599603	-0.9883573663	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0341496910	0.0255436027	-0.1622034028	0.0442816815	0.0154116121	-0.0855420768	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0945296407	2.7612726024	0.8250125887	2.4750377661	
61.3800000000	-6.7063401236	3.1509880217	-9.0562294957	-65.0110627909	44.1062027924	8.8426031891	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.0429083696	-0.4879835203	-0.8234378576	-0.0205691615	0.1709620813	-0.9873807889	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0336614023	0.0254215305	-0.1612878614	0.0447699702	0.0199893187	-0.0804150454	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0933089189	2.7576104372	0.8250125887	2.4750377661	
61.4000000000	6.7826352331	-3.4561684596	-5.9586480507	-36.9649805447	29.8695353628	-2.8000305180	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.0150759136	-0.5005569543	-0.7760738537	0.0099488823	0.1951323720	-1.0127718013	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0345159075	0.0256656748	-0.1617151141	0.0506294347	0.0218204013	-0.0950026703	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.1116197452	2.7795834287	0.8250125887	2.4750377661	
61.4200000000	6.6453040360	-8.9799343862	-3.0746929122	4.6311131456	20.3936827649	-6.9810025177	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.0272831312	-0.5364461738	-0.7412832837	0.0216678111	0.1632715343	-0.9783474479	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0337224384	0.0254825666	-0.1624475471	0.0556343938	0.0239566644	-0.0860914015	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0981918059	2.7600518807	0.8250125887	2.4750377661	
61.4400000000	13.4355687800	-12.7336537728	-3.7613488975	91.8974593729	13.9391165026	-9.5902952621	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.0568245975	-0.5407186999	-0.7804684520	-0.0016479744	0.1742580301	-0.9370870527	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0337224384	0.0254825666	-0.1617151141	0.0494087129	0.0226138705	-0.0847486076	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0994125277	2.7637140459	0.8250125887	2.4750377661	
61.4600000000	32.4177920195	-10.9330891890	-2.6321812772	175.6084534981	17.6470588235	-8.5221637293	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.0899061570	-0.5280231937	-0.8157473106	-0.0431525139	0.1677882048	-0.9276874952	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0334172580	0.0248111696	-0.1617151141	0.0498359655	0.0204165713	-0.0860914015	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0981918059	2.7624933242	0.8250125887	2.4750377661	
61.4800000000	42.5955596246	-8.6900129702	3.5782406348	232.8450446326	21.5075913634	-13.8780804150	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1030899519	-0.5929655909	-0.7775387198	-0.0543831540	-0.0527962158	-0.9213397421	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0334172580	0.0237735561	-0.1622034028	0.0498970016	0.0096742199	-0.0915236133	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0945296407	2.7588311589	0.8250125887	2.4750377661	
61.5000000000	35.3322652018	-13.1609063859	7.6218814374	247.3868925002	22.4841687648	-14.9614709697	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1061417563	-0.6441138323	-0.7478751812	-0.0626840620	-0.2139314870	-0.8792248417	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0334782940	0.0221255818	-0.1623865110	0.0464789807	0.0000915541	-0.1076981765	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0933089189	2.7588311589	0.8250125887	2.4750377661	
61.5200000000	20.2563515679	-16.4263370718	9.4377050431	263.5156786450	22.9419394217	-12.2301060502	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1447165637	-0.6644998856	-0.7241931792	-0.0603646906	-0.3574883650	-0.8317387655	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0336614023	0.0192568856	-0.1632410163	0.0484321355	-0.0146181430	-0.1140459297	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0933089189	2.7588311589	0.8250125887	2.4750377661	
61.5400000000	0.2212558175	-19.3560692760	4.8447394522	367.7958342870	34.1878385595	-9.0714885176	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1725490196	-0.6283665217	-0.8003662165	-0.0868543526	-0.2346837568	-0.7781490806	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0338445106	0.0182803082	-0.1639734493	0.0457465476	-0.0288395514	-0.1174029145	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0957503624	2.7637140459	0.8250125887	2.4750377661	
61.5600000000	24.8035400931	-24.1626611734	-0.9994659342	452.0103761349	42.2293430991	-5.6687266346	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1652246891	-0.5941863127	-0.8433356222	-0.1112687877	-0.3540703441	-0.7457999542	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0328679332	0.0194399939	-0.1637903410	0.0491645686	-0.0487983520	-0.1348592355	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0933089189	2.7600518807	0.8250125887	2.4750377661	
61.5800000000	45.5710688945	-24.7730220493	-2.8152895399	499.9542229343	21.9653620203	-1.1978332189	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1596093690	-0.6217746242	-0.8089112688	-0.0203250172	-0.7415274281	-0.5280231937	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0318913558	0.0160830091	-0.1642786297	0.0505683986	-0.0760814832	-0.1271076524	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.1140611887	2.7820248722	0.8250125887	2.4750377661	
61.6000000000	59.8229953460	-26.4209964141	-4.8142214084	499.9542229343	-21.1871519036	2.9221026932	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1629053178	-0.6647440299	-0.7036850538	0.0508430610	-0.9137712673	-0.3479667353	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0312199588	0.0157167926	-0.1648889906	0.0488593881	-0.1004959182	-0.1175860227	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0981918059	2.7588311589	0.8250125887	2.4750377661	
61.6200000000	28.8776989395	-38.5671778439	-11.6807812619	432.0057984283	-45.7694361791	13.8170443275	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1629053178	-0.6266575113	-0.6719462882	0.0409552148	-1.0395056077	-0.2693522545	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0298771649	0.0102235447	-0.1656824598	0.0467841611	-0.1262531472	-0.1293049516	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.1006332494	2.7649347677	0.8250125887	2.4750377661	
61.6400000000	25.0782024872	-34.0505073625	-17.5707637140	273.0983443961	-66.2775616083	16.3347829404	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1544823377	-0.6266575113	-0.6719462882	0.0046997787	-1.1067673762	-0.1870756085	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0286564431	0.0095521477	-0.1658045319	0.0368352789	-0.1458457313	-0.1091630426	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0945296407	2.7588311589	0.8250125887	2.4750377661	
61.6600000000	12.3979552911	-35.8358129244	-13.7712672618	129.2362859541	-70.4432745861	7.6829175250	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1256733043	-0.5828336004	-0.6620584421	-0.0248416876	-1.0805218585	-0.1284809644	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0279240101	0.0086976425	-0.1660486763	0.0378728923	-0.1579308766	-0.0942092012	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0957503624	2.7612726024	0.8250125887	2.4750377661	
61.6800000000	17.7538719768	-24.3305104143	-10.8415350576	61.1963073167	-73.8155184253	-5.7755397879	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.0919813840	-0.6404516670	-0.7741206989	0.0249637598	-0.9271992065	0.0379034104	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0252384222	0.0069275959	-0.1647058824	0.0321965362	-0.1615930419	-0.1000076295	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0945296407	2.7600518807	0.8250125887	2.4750377661	
61.7000000000	28.0384527352	-14.1527428092	-8.0949111162	36.3241016251	-66.3080796521	-21.5381094072	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1369039445	-0.6286106661	-0.7698481727	0.0300907912	-0.8904554818	0.2155184253	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0241397726	0.0055848020	-0.1651331350	0.0252384222	-0.1674525063	-0.0894483864	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0920881971	2.7576104372	0.8250125887	2.4750377661	
61.7200000000	44.5334554055	-7.9728389410	-3.1509880217	44.8538948653	-54.5891508354	-31.0597390707	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1267719539	-0.6753643091	-0.7444571603	-0.0007934691	-0.9556420233	0.3037766079	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0248722057	0.0039368276	-0.1654993515	0.0216372930	-0.1689784085	-0.0862134737	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0920881971	2.7576104372	0.8250125887	2.4750377661	
61.7400000000	39.3301289387	-4.8905165179	-0.2365148394	50.6828412299	-39.2233157855	-29.8237582971	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1497215229	-0.7171129931	-0.6436255436	-0.0189822232	-0.9300068666	0.3572442206	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0252384222	0.0010070954	-0.1669031815	0.0205996796	-0.1681239033	-0.0771190967	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0908674754	2.7576104372	0.8250125887	2.4750377661	
61.7600000000	19.4934004730	-4.8752574960	2.7084763867	-1.3809414817	-24.6204318303	-26.3599603265	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1506981003	-0.7888914321	-0.5543907836	-0.0497444114	-1.1450980392	0.3571221485	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0254215305	-0.0016784924	-0.1675745785	0.0173037308	-0.1697718776	-0.0756542306	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0957503624	2.7612726024	0.8250125887	2.4750377661	
61.7800000000	4.8905165179	-1.8234531167	7.8965438315	-62.0355535210	-19.4476234073	-11.4976729992	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1502098116	-0.8128175784	-0.5639124132	-0.0300907912	-1.2134584573	0.3847104601	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0257877470	-0.0027771420	-0.1667811093	0.0187075608	-0.1662317845	-0.0761425193	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0969710842	2.7624933242	0.8250125887	2.4750377661	
61.8000000000	-9.4224460212	3.7308308537	13.8628213931	-121.9729915312	-15.1140611887	1.7166399634	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1605859464	-0.8042725261	-0.5497520409	-0.0115358206	-1.1789120317	0.3588311589	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0252994583	-0.0028381781	-0.1675745785	0.0232852674	-0.1686121920	-0.0848706798	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0933089189	2.7576104372	0.8250125887	2.4750377661	
61.8200000000	-15.6023498894	9.4682230869	16.9909208820	-151.6365300984	-11.8028534371	17.9522392615	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1609521630	-0.7664301518	-0.5659876402	-0.0148317693	-1.0606240940	0.3299000534	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0260318914	-0.0022888533	-0.1670252537	0.0157167926	-0.1645838102	-0.0822461280	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0920881971	2.7576104372	0.8250125887	2.4750377661	
61.8400000000	-29.0302891585	10.9178301671	19.1577019913	-173.7926298924	-4.4937819486	28.3436331731	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1498435950	-0.7593499657	-0.5656214237	0.0011596857	-1.0428015564	0.2294346532	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0257877470	-0.0005188067	-0.1669642176	0.0203555352	-0.1564049744	-0.0916456855	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.1006332494	2.7673762112	0.8250125887	2.4750377661	
61.8600000000	-34.8744945449	13.6034180209	19.6917677577	-235.1949340047	-2.0370794232	48.9433127337	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1477683680	-0.7477531090	-0.6229953460	0.0093385214	-1.0824750134	0.1015030137	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0274967575	0.0019226368	-0.1665369650	0.0195010300	-0.1523765927	-0.0836499580	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0945296407	2.7588311589	0.8250125887	2.4750377661	
61.8800000000	-45.3727016098	23.2166018158	20.7598992905	-383.4821087968	-8.0796520943	84.4052796216	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1431296254	-0.7185778592	-0.6653543908	0.0458381018	-1.2613107500	0.0277714199	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0291447318	0.0033875029	-0.1667811093	0.0226749065	-0.1372396429	-0.0950026703	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0957503624	2.7612726024	0.8250125887	2.4750377661	
61.9000000000	-60.3265430686	19.3255512322	19.7222858015	-499.8779278248	-17.3571374075	117.6241702907	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1452048524	-0.7074692912	-0.6834210727	0.0427862974	-1.3664148928	-0.0512092775	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0289005875	0.0073548486	-0.1654993515	0.0165102617	-0.1186846723	-0.1122758831	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0933089189	2.7576104372	0.8250125887	2.4750377661	
61.9200000000	-75.8297093156	5.7297627222	16.1364156558	-499.8779278248	-24.0253299763	147.6844434272	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.0658579385	-0.6148165103	-0.7000228885	0.0437628748	-1.1026169223	-0.0374151217	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0312199588	0.0110780499	-0.1654993515	0.0207827878	-0.0884718090	-0.1147173266	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0945296407	2.7612726024	0.8250125887	2.4750377661	
61.9400000000	-93.3623254749	8.7968261234	14.3663691157	-499.8779278248	8.8426031891	149.9122606241	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1857328145	-0.6301976043	-0.7394522011	-0.0573128862	-0.5145952544	-0.2158846418	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0305485618	0.0143739986	-0.1652552071	0.0224307622	-0.0521553368	-0.1107499809	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0920881971	2.7576104372	0.8250125887	2.4750377661	
61.9600000000	-62.0050354772	-1.7471580072	7.4387731746	-317.0138094148	58.2513160906	118.1582360571	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1810940719	-0.6090791180	-0.8533455406	-0.2052643626	-0.1859769589	-0.5257038224	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0306095979	0.0212100404	-0.1628137636	0.0293278401	-0.0235904479	-0.1031204700	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0920881971	2.7576104372	0.8250125887	2.4750377661	
61.9800000000	-22.0416571298	5.5466544594	7.1030746929	-90.0663767453	93.4691386282	78.7747005417	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1751125353	-0.5244831006	-0.8568856336	-0.2691081102	0.1599755856	-0.7283436332	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0315251392	0.0240177005	-0.1629968719	0.0349431601	-0.0065003433	-0.1051346609	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0920881971	2.7576104372	0.8250125887	2.4750377661	
62.0000000000	11.9554436561	7.2709239338	7.0267795834	-4.4480048829	107.2327763790	39.8641947051	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1582665751	-0.5104448005	-0.8594491493	-0.2454261082	0.2476234073	-0.8472419318	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0323186084	0.0245670253	-0.1620202945	0.0423895628	0.0011902037	-0.1000076295	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0908674754	2.7576104372	0.8250125887	2.4750377661	
62.0200000000	0.2212558175	9.3919279774	6.3248645762	-66.7048142214	85.2903028916	12.3521782254	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1391012436	-0.5675745785	-0.8487067979	-0.0919813840	-0.2329747463	-0.9165789273	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0332951858	0.0235294118	-0.1621423667	0.0466620890	0.0022888533	-0.0982986191	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0981918059	2.7649347677	0.8250125887	2.4750377661	
62.0400000000	-17.1282520790	1.5640497444	1.8844892042	-119.9893186847	62.7985046159	10.5821316854	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.1179827573	-0.5823453117	-0.7820553902	0.0066529335	-0.2199130236	-0.9635767147	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0336614023	0.0244449531	-0.1615930419	0.0536202029	0.0052796216	-0.0995803769	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0933089189	2.7576104372	0.8250125887	2.4750377661	
62.0600000000	-27.8706034943	-6.5537499046	-2.4185549706	-97.0092317082	45.7846952010	12.3369192035	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.0702525368	-0.5272907607	-0.8039063096	0.0366826886	0.0479133288	-0.9851834897	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0332341497	0.0265812161	-0.1622034028	0.0568551156	0.0130312047	-0.1056229496	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.0981918059	2.7649347677	0.8250125887	2.4750377661	
62.0800000000	2.1744106203	-7.0725566491	-7.2404058900	-14.6257724880	31.8379491875	-1.2130922408	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.0834363317	-0.4584420539	-0.8543221180	0.0556038758	0.1596093690	-0.9970244907	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0338445106	0.0267032883	-0.1612268254	0.0606393530	0.0156557565	-0.1002517739	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.1128404669	2.7808041505	0.8250125887	2.4750377661	
62.1000000000	38.4298466468	-4.8905165179	-6.4316777295	116.6018158236	14.6257724880	-16.5636682689	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.0839246204	-0.5044632639	-0.8443121996	0.0645151446	0.1388570993	-0.9573510338	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0331731136	0.0246280613	-0.1622034028	0.0623483635	0.0144350347	-0.0914625772	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.1042954147	2.7661554894	0.8250125887	2.4750377661	
62.1200000000	38.5366598001	-2.5711451896	-5.9281300069	267.0557717250	8.2169832914	-17.2503242542	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.0864881361	-0.5018997482	-0.8164797436	0.0513313497	0.2835126268	-0.9390402075	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0335393301	0.0240177005	-0.1633020523	0.0596017395	0.0104676890	-0.1008621347	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.1018539712	2.7661554894	0.8250125887	2.4750377661	
62.1400000000	50.8201724269	-8.7815671015	-2.3727779049	348.3100633249	1.1215381094	-17.1587701228	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.0814831769	-0.5641565576	-0.7725337606	0.0562142367	0.0101930266	-0.9759060044	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0334172580	0.0206607156	-0.1633630884	0.0567940795	-0.0035095750	-0.1078202487	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.1018539712	2.7661554894	0.8250125887	2.4750377661	
